Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
number,Fordham - Bronx Pk,2015,01/01/2015,2.3
number,Sunset Park,2015,01/01/2015,13.9
number,Sunset Park,2015,01/01/2015,0.1
number,East Harlem,2015,01/01/2015,0.7
number,Bedford Stuyvesant - Crown Heights,2015,01/01/2015,0.2
number,Ridgewood - Forest Hills,2015,01/01/2015,22.5
mcg/m3,Southern SI,Annual Average 2009,12/01/2008,9.8
mcg/m3,Southern SI,Annual Average 2011,12/01/2010,9.4
mcg/m3,Southern SI,Summer 2014,06/01/2014,7.8
mcg/m3,Southern SI,Annual Average 2015,01/01/2015,7.6
mcg/m3,Southern SI,Winter 2018-19,12/01/2018,6.5
mcg/m3,Southern SI,Annual Average 2020,01/01/2020,5.4
"per 100,000 children",Willowbrook,2012-2014,01/02/2012,35.5
"per 100,000 children",Willowbrook,2015-2017,01/01/2015,5.6
mcg/m3,Bay Ridge and Dyker Heights (CD10),Annual Average 2015,01/01/2015,8.4
"per 100,000 children",Greenpoint,2012-2014,01/02/2012,6.4
"per 100,000 children",Greenpoint,2015-2017,01/01/2015,36.5
"per 100,000 children",Greenpoint,2012-2014,01/02/2012,50.5
"per 100,000 children",Greenpoint,2015-2017,01/01/2015,4.8
"per 100,000 children",Kingsbridge - Riverdale,2017-2019,01/01/2017,14
"per 100,000 children",Port Richmond,2017-2019,01/01/2017,20
"per 100,000 children",Washington Heights,2005-2007,01/01/2005,12.9
mcg/m3,Washington Heights,Annual Average 2020,01/01/2020,6.3
mcg/m3,Kingsbridge - Riverdale,Annual Average 2009,12/01/2008,11
mcg/m3,Port Richmond,Annual Average 2015,01/01/2015,8.3
mcg/m3,Washington Heights,Annual Average 2009,12/01/2008,11.6
mcg/m3,Washington Heights,Winter 2018-19,12/01/2018,7.8
mcg/m3,Kingsbridge - Riverdale,Annual Average 2015,01/01/2015,9.2
mcg/m3,Kingsbridge - Riverdale,Annual Average 2020,01/01/2020,5.9
number,Kingsbridge - Riverdale,2015,01/01/2015,35.8
number,Port Richmond,2015,01/01/2015,0
number,Greenpoint,2015,01/01/2015,18.8
number,Washington Heights,2015,01/01/2015,4.2
number,Washington Heights,2015,01/01/2015,100.6
number,Long Island City - Astoria,2015,01/01/2015,29.3
number,Port Richmond,2015,01/01/2015,2.8
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2009,12/01/2008,9.9
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2011,12/01/2010,9.8
"per 100,000 children",Kingsbridge - Riverdale,2015-2017,01/01/2015,79.5
"per 100,000 children",Port Richmond,2012-2014,01/02/2012,22.3
ppb,Northern SI,Summer 2011,06/01/2011,15
ppb,Northern SI,Winter 2015-16,12/01/2015,20
ppb,Northern SI,Summer 2016,06/01/2016,11.9
ppb,Northern SI,Winter 2020-21,12/01/2020,20.3
ppb,Queens Village (CD13),Winter 2009-10,12/01/2009,23.5
"per 100,000 adults",Queens,2015-2017,01/01/2015,15.5
mcg/m3,Borough Park,Winter 2016-17,12/01/2016,7.6
mcg/m3,South Bronx,Summer 2011,06/01/2011,12.2
mcg/m3,Queens,Winter 2012-13,12/01/2012,9.9
mcg/m3,Queens,Annual Average 2010,12/01/2009,9.2
mcg/m3,Queens Village (CD13),Summer 2012,06/01/2012,9.6
mcg/m3,Queens Village (CD13),Summer 2013,06/01/2013,9.8
mcg/m3,Queens Village (CD13),Winter 2021-22,12/01/2021,6.4
mcg/m3,Queens Village (CD13),Summer 2021,06/01/2021,7.8
ppb,Borough Park,Summer 2015,06/01/2015,32.1
ppb,Borough Park,Summer 2019,06/01/2019,30.6
ppb,Coney Island (CD13),Summer 2012,06/01/2012,11
ppb,Coney Island (CD13),Summer 2021,06/01/2021,8
ppb,Sheepshead Bay (CD15),Annual Average 2018,01/01/2018,14.5
ppb,Sheepshead Bay (CD15),Winter 2021-22,12/01/2021,19.1
mcg/m3,Queens Village (CD13),Annual Average 2018,01/01/2018,6.4
mcg/m3,Sheepshead Bay (CD15),Winter 2012-13,12/01/2012,9.8
ppb,Queens Village (CD13),Summer 2012,06/01/2012,14.4
ppb,Queens Village (CD13),Summer 2013,06/01/2013,14.6
ppb,Coney Island (CD13),Summer 2021,06/01/2021,32.4
ppb,Canarsie - Flatlands,Winter 2016-17,12/01/2016,22.8
mcg/m3,Queens,Winter 2019-20,12/01/2019,7.6
mcg/m3,Queens,Annual Average 2015,01/01/2015,8.4
mcg/m3,Queens,Annual Average 2020,01/01/2020,6.1
mcg/m3,Coney Island (CD13),Annual Average 2009,12/01/2008,9.4
mcg/m3,Sheepshead Bay (CD15),Annual Average 2009,12/01/2008,9.6
mcg/m3,Sheepshead Bay (CD15),Annual Average 2011,12/01/2010,9.5
mcg/m3,Sheepshead Bay (CD15),Summer 2014,06/01/2014,8
mcg/m3,Queens Village (CD13),Annual Average 2009,12/01/2008,9.4
mcg/m3,Queens Village (CD13),Annual Average 2011,12/01/2010,9.2
mcg/m3,Queens Village (CD13),Annual Average 2010,12/01/2009,8.7
mcg/m3,Queens Village (CD13),Winter 2012-13,12/01/2012,9.3
mcg/m3,Queens Village (CD13),Summer 2014,06/01/2014,7.7
ppb,Downtown - Heights - Slope,Summer 2018,06/01/2018,28.5
ppb,Greenpoint,Summer 2017,06/01/2017,29
ppb,Greenpoint,Summer 2018,06/01/2018,29
ppb,Central Harlem - Morningside Heights,2-Year Summer Average 2009-2010,06/01/2009,25.4
ppb,Greenpoint,Annual Average 2011,12/01/2010,25.8
ppb,Greenpoint,Annual Average 2009,12/01/2008,27
ppb,Kingsbridge - Riverdale,Summer 2014,06/01/2014,13.6
ppb,Washington Heights,Summer 2014,06/01/2014,17.1
ppb,Washington Heights,Winter 2018-19,12/01/2018,22.2
ppb,Central Harlem - Morningside Heights,Annual Average 2015,01/01/2015,23.2
ppb,Canarsie - Flatlands,Summer 2010,06/01/2010,36.1
ppb,Canarsie - Flatlands,Summer 2011,06/01/2011,35.9
ppb,Greenwich Village - SoHo,Summer 2010,06/01/2010,27.9
ppb,Ridgewood - Forest Hills,Summer 2014,06/01/2014,14.6
ppb,Northeast Bronx,Annual Average 2020,01/01/2020,16.8
ppb,Washington Heights,Summer 2013,06/01/2013,19
ppb,Greenpoint,Summer 2013,06/01/2013,18.9
ppb,Greenpoint,Summer 2012,06/01/2012,19.4
ppb,Kingsbridge - Riverdale,Annual Average 2018,01/01/2018,15.8
ppb,Kingsbridge - Riverdale,Winter 2021-22,12/01/2021,19.8
ppb,Northeast Bronx,Summer 2013,06/01/2013,14.3
ppb,Washington Heights,Summer 2021,06/01/2021,13.2
ppb,Central Harlem - Morningside Heights,Summer 2021,06/01/2021,14.4
ppb,Bronx,Summer 2021,06/01/2021,12.8
ppb,Gramercy Park - Murray Hill,Annual Average 2018,01/01/2018,28.7
ppb,Bronx,Annual Average 2016,12/31/2015,18.4
ppb,Bronx,Annual Average 2018,01/01/2018,17.7
ppb,Bronx,Winter 2021-22,12/01/2021,21.8
ppb,Hunts Point - Mott Haven,Summer 2013,06/01/2013,17.5
ppb,East Flatbush - Flatbush,Winter 2021-22,12/01/2021,20.9
ppb,Morrisania and Crotona (CD3),Summer 2011,06/01/2011,31.9
ppb,Highbridge and Concourse (CD4),Summer 2016,06/01/2016,32.2
ppb,Bedford Stuyvesant (CD3),Summer 2016,06/01/2016,32.6
mcg/m3,East Flatbush (CD17),Summer 2013,06/01/2013,10.3
mcg/m3,Flatlands and Canarsie (CD18),Annual Average 2018,01/01/2018,6.7
mcg/m3,Flatlands and Canarsie (CD18),Summer 2021,06/01/2021,8
mcg/m3,Tottenville and Great Kills (CD3),Summer 2012,06/01/2012,9.8
mcg/m3,Tottenville and Great Kills (CD3),Summer 2013,06/01/2013,9.1
mcg/m3,East Flatbush (CD17),Summer 2012,06/01/2012,10.4
mcg/m3,East Flatbush (CD17),Annual Average 2018,01/01/2018,7.1
mcg/m3,East Flatbush (CD17),Winter 2021-22,12/01/2021,6.7
mcg/m3,Central Harlem - Morningside Heights,Annual Average 2010,12/01/2009,10.6
mcg/m3,West Queens,Annual Average 2010,12/01/2009,9.9
mcg/m3,Southwest Queens,Summer 2009,06/01/2009,10.1
mcg/m3,Southwest Queens,Annual Average 2021,01/01/2021,6.3
mcg/m3,Canarsie - Flatlands,Winter 2010-11,12/01/2010,11.8
mcg/m3,Canarsie - Flatlands,Annual Average 2013,12/01/2012,8.2
mcg/m3,Bronx,Annual Average 2016,12/31/2015,7.8
mcg/m3,Brooklyn,Winter 2021-22,12/01/2021,6.9
mcg/m3,Tottenville and Great Kills (CD3),Annual Average 2017,01/01/2017,6.6
mcg/m3,East Flatbush (CD17),Winter 2010-11,12/01/2010,12.7
mcg/m3,East Flatbush (CD17),Summer 2009,06/01/2009,10.9
mcg/m3,East Flatbush (CD17),Annual Average 2013,12/01/2012,8.7
mcg/m3,Jackson Heights (CD3),Winter 2014-15,12/01/2014,9.2
mcg/m3,Highbridge and Concourse (CD4),Summer 2009,06/01/2009,11.6
mcg/m3,Highbridge and Concourse (CD4),Annual Average 2017,01/01/2017,8.3
mcg/m3,Hunts Point - Mott Haven,Annual Average 2013,12/01/2012,9.6
mcg/m3,Hunts Point - Mott Haven,Winter 2014-15,12/01/2014,10.5
mcg/m3,Hunts Point - Mott Haven,Annual Average 2017,01/01/2017,8.3
mcg/m3,Hunts Point - Mott Haven,Annual Average 2021,01/01/2021,7
mcg/m3,Bronx,Annual Average 2013,12/01/2012,9.1
ppb,Bedford Stuyvesant (CD3),Summer 2010,06/01/2010,31.8
ppb,Bedford Stuyvesant (CD3),Summer 2011,06/01/2011,30.8
ppb,Jackson Heights (CD3),Summer 2010,06/01/2010,33.1
ppb,Jackson Heights (CD3),Summer 2011,06/01/2011,33.1
ppb,Elmhurst and Corona (CD4),Summer 2010,06/01/2010,32.7
ppb,Elmhurst and Corona (CD4),Summer 2011,06/01/2011,32.6
ppb,East Flatbush (CD17),Summer 2010,06/01/2010,33.6
mcg/m3,East Harlem,Annual Average 2009,12/01/2008,11.6
mcg/m3,Flushing - Clearview,Annual Average 2020,01/01/2020,6.2
mcg/m3,Flushing - Clearview,Annual Average 2009,12/01/2008,10.2
mcg/m3,Flushing - Clearview,Winter 2018-19,12/01/2018,7.2
mcg/m3,East New York,Annual Average 2009,12/01/2008,10.6
mcg/m3,East New York,Annual Average 2011,12/01/2010,10.1
"per 100,000 children",Manhattan,2012-2014,01/02/2012,20.6
"per 100,000 children",Manhattan,2015-2017,01/01/2015,113.3
"per 100,000 children",High Bridge - Morrisania,2015-2017,01/01/2015,220.8
"per 100,000 children",Rockaways,2015-2017,01/01/2015,11
"per 100,000 children",Borough Park,2012-2014,01/02/2012,24
"per 100,000 children",Union Square - Lower East Side,2012-2014,01/02/2012,127
"per 100,000 children",Union Square - Lower East Side,2012-2014,01/02/2012,14.1
"per 100,000 children",Union Square - Lower East Side,2015-2017,01/01/2015,15.5
"per 100,000 children",Lower Manhattan,2012-2014,01/02/2012,55.3
ppb,East New York,Annual Average 2014,12/01/2013,19.8
ppb,Upper West Side,Annual Average 2014,12/01/2013,25.1
ppb,East Harlem,Winter 2011-12,12/01/2011,27.8
ppb,East Harlem,Winter 2009-10,12/01/2009,29.1
ppb,East Harlem,Summer 2020,06/01/2020,14.2
ppb,Upper West Side,Winter 2016-17,12/01/2016,28.6
ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2014,12/01/2013,21.8
ppb,Flushing - Clearview,Winter 2011-12,12/01/2011,22.8
ppb,Flushing - Clearview,Summer 2020,06/01/2020,11
ppb,Fordham - Bronx Pk,Summer 2016,06/01/2016,14.8
ppb,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,19.6
ppb,Fordham - Bronx Pk,Summer 2011,06/01/2011,18.4
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2018,01/01/2018,7.3
mcg/m3,Fordham - Bronx Pk,Annual Average 2018,01/01/2018,7.2
mcg/m3,Pelham - Throgs Neck,Winter 2021-22,12/01/2021,7.2
mcg/m3,East Harlem,Annual Average 2016,12/31/2015,8.2
"per 100,000 children",Fordham - Bronx Pk,2012-2014,01/02/2012,51
"per 100,000 children",Fordham - Bronx Pk,2015-2017,01/01/2015,187.8
"per 100,000 children",Sunset Park,2012-2014,01/02/2012,49.9
"per 100,000 children",Willowbrook,2012-2014,01/02/2012,7.1
"per 100,000 children",Willowbrook,2015-2017,01/01/2015,30.4
"per 100,000 children",Bedford Stuyvesant - Crown Heights,2015-2017,01/01/2015,173.9
ppb,Southern SI,Summer 2010,06/01/2010,10.8
mcg/m3,Southern SI,Summer 2012,06/01/2012,9.9
mcg/m3,Southern SI,Summer 2013,06/01/2013,9.3
mcg/m3,Southern SI,Annual Average 2016,12/31/2015,6.8
mcg/m3,Southern SI,Annual Average 2018,01/01/2018,6.4
mcg/m3,Southern SI,Summer 2021,06/01/2021,7.7
mcg/m3,Southern SI,Winter 2021-22,12/01/2021,5.9
number,Willowbrook,2015,01/01/2015,2.1
number,Crotona -Tremont,2015,01/01/2015,56
number,Fordham - Bronx Pk,2015,01/01/2015,65
number,Crotona -Tremont,2015,01/01/2015,1.3
"per 100,000 adults",Ridgewood - Forest Hills,2009-2011,01/01/2009,3.4
"per 100,000 adults",Crotona -Tremont,2009-2011,01/01/2009,18.9
"per 100,000 adults",Flushing - Clearview,2009-2011,01/01/2009,2.6
"per 100,000 adults",Bedford Stuyvesant - Crown Heights,2012-2014,01/02/2012,91.2
"per 100,000 adults",Crotona -Tremont,2015-2017,01/01/2015,87.1
"per 100,000 adults",Sunset Park,2017-2019,01/01/2017,18
"per 100,000 adults",Bedford Stuyvesant - Crown Heights,2017-2019,01/01/2017,55
"per 100,000 adults",East Harlem,2005-2007,01/01/2005,19.5
"per 100,000 adults",Flushing - Clearview,2005-2007,01/01/2005,2.2
"per 100,000 adults",Upper East Side,2012-2014,01/02/2012,8.8
"per 100,000 adults",Upper East Side,2015-2017,01/01/2015,8.6
mcg/m3,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,10.9
number,Pelham - Throgs Neck,2015,01/01/2015,23.6
number,Pelham - Throgs Neck,2015,01/01/2015,0.4
number,Williamsburg - Bushwick,2015,01/01/2015,0.1
number,East New York,2015,01/01/2015,14.7
number,South Beach - Tottenville,2015,01/01/2015,2
mcg/m3,Sunset Park,Annual Average 2015,01/01/2015,9.5
"per 100,000 children",South Beach - Tottenville,2012-2014,01/02/2012,6.4
"per 100,000 children",Staten Island,2012-2014,01/02/2012,62.5
ppb,Sunset Park,Winter 2009-10,12/01/2009,27.5
ppb,Sunset Park,Summer 2020,06/01/2020,11.8
ppb,Bayside Little Neck-Fresh Meadows,Winter 2020-21,12/01/2020,19.2
ppb,Sunset Park,Summer 2011,06/01/2011,31.5
mcg/m3,Bayside Little Neck-Fresh Meadows,Winter 2021-22,12/01/2021,6.6
mcg/m3,Bayside Little Neck-Fresh Meadows,Summer 2021,06/01/2021,7.9
number,South Beach - Tottenville,2015,01/01/2015,0
number,Upper West Side,2015,01/01/2015,7
number,East New York,2015,01/01/2015,0
ppb,Southeast Queens,Summer 2014,06/01/2014,33.6
"per 100,000 adults",Upper West Side,2009-2011,01/01/2009,2.8
"per 100,000 adults",East New York,2009-2011,01/01/2009,11.5
"per 100,000 adults",Bayside - Little Neck,2009-2011,01/01/2009,2.2
"per 100,000 adults",Bayside - Little Neck,2009-2011,01/01/2009,6.7
"per 100,000 adults",Pelham - Throgs Neck,2009-2011,01/01/2009,57.5
"per 100,000 adults",Bayside - Little Neck,2012-2014,01/02/2012,6.6
"per 100,000 adults",Upper West Side,2012-2014,01/02/2012,26.9
"per 100,000 adults",Pelham - Throgs Neck,2012-2014,01/02/2012,78
"per 100,000 adults",Pelham - Throgs Neck,2015-2017,01/01/2015,60.2
"per 100,000 adults",East New York,2012-2014,01/02/2012,115.2
ppb,Jackson Heights (CD3),Summer 2016,06/01/2016,33
ppb,Canarsie - Flatlands,Annual Average 2018,01/01/2018,14.5
ppb,Gramercy Park - Murray Hill,Summer 2013,06/01/2013,33.9
ppb,Bronx,Annual Average 2010,12/01/2009,22.2
ppb,Hunts Point - Mott Haven,Summer 2015,06/01/2015,16.5
mcg/m3,Highbridge and Concourse (CD4),Annual Average 2012,12/01/2011,10.4
mcg/m3,Bushwick (CD4),Annual Average 2012,12/01/2011,9.2
mcg/m3,Tottenville and Great Kills (CD3),Summer 2022,06/01/2022,5.6
mcg/m3,East Flatbush (CD17),Summer 2017,06/01/2017,9.1
mcg/m3,Highbridge and Concourse (CD4),Winter 2009-10,12/01/2009,12.5
mcg/m3,Highbridge and Concourse (CD4),Winter 2011-12,12/01/2011,11.4
mcg/m3,Highbridge and Concourse (CD4),Winter 2016-17,12/01/2016,8.7
mcg/m3,Highbridge and Concourse (CD4),Summer 2017,06/01/2017,10.2
mcg/m3,Lower East Side and Chinatown (CD3),Summer 2020,06/01/2020,7.9
mcg/m3,Gramercy Park - Murray Hill,Summer 2022,06/01/2022,8
mcg/m3,Greenwich Village - SoHo,Summer 2022,06/01/2022,8
mcg/m3,Canarsie - Flatlands,Annual Average 2012,12/01/2011,8.4
mcg/m3,Jamaica,Annual Average 2012,12/01/2011,8.5
mcg/m3,Jamaica,Summer 2022,06/01/2022,6.3
number,Jamaica,2015,01/01/2015,13.1
mcg/m3,Elmhurst and Corona (CD4),Summer 2020,06/01/2020,7.1
ppb,Lower East Side and Chinatown (CD3),Summer 2019,06/01/2019,19.9
ppb,East Flatbush - Flatbush,Annual Average 2010,12/01/2009,23.6
ppb,Canarsie - Flatlands,Summer 2019,06/01/2019,9.2
ppb,Brooklyn,Summer 2019,06/01/2019,13.4
"per 100,000 adults",Jamaica,2009-2011,01/01/2009,12.7
"per 100,000 adults",Greenwich Village - SoHo,2009-2011,01/01/2009,5.4
"per 100,000 adults",Gramercy Park - Murray Hill,2005-2007,01/01/2005,13
"per 100,000 adults",Greenwich Village - SoHo,2005-2007,01/01/2005,5.9
"per 100,000 adults",Bronx,2017-2019,01/01/2017,12
"per 100,000 adults",Brooklyn,2005-2007,01/01/2005,19.6
number,Rockaways,2015,01/01/2015,0
number,Borough Park,2015,01/01/2015,0.2
number,Borough Park,2015,01/01/2015,34.4
"per 100,000 adults",Rockaways,2009-2011,01/01/2009,9
"per 100,000 adults",Bensonhurst - Bay Ridge,2009-2011,01/01/2009,2.9
"per 100,000 adults",Lower Manhattan,2009-2011,01/01/2009,2.6
"per 100,000 adults",Southeast Queens,2012-2014,01/02/2012,21.9
"per 100,000 adults",Coney Island - Sheepshead Bay,2012-2014,01/02/2012,17.9
"per 100,000 adults",Manhattan,2012-2014,01/02/2012,40.8
"per 100,000 adults",Southeast Queens,2015-2017,01/01/2015,17.9
"per 100,000 adults",Bensonhurst - Bay Ridge,2012-2014,01/02/2012,10.4
"per 100,000 adults",Rockaways,2015-2017,01/01/2015,63
"per 100,000 adults",Lower Manhattan,2005-2007,01/01/2005,35
"per 100,000 adults",High Bridge - Morrisania,2012-2014,01/02/2012,134.5
"per 100,000 adults",Coney Island - Sheepshead Bay,2012-2014,01/02/2012,26.8
"per 100,000 adults",Lower Manhattan,2012-2014,01/02/2012,24.6
"per 100,000 adults",Rockaways,2012-2014,01/02/2012,72.6
"per 100,000",Southeast Queens,2012-2014,01/02/2012,4.3
"per 100,000",Manhattan,2012-2014,01/02/2012,4.2
"per 100,000",Coney Island - Sheepshead Bay,2012-2014,01/02/2012,8
"per 100,000",Lower Manhattan,2012-2014,01/02/2012,2.5
"per 100,000",Bensonhurst - Bay Ridge,2012-2014,01/02/2012,6.5
"per 100,000",Bensonhurst - Bay Ridge,2015-2017,01/01/2015,6.3
"per 100,000",Borough Park,2015-2017,01/01/2015,4.8
"per 100,000",Rockaways,2012-2014,01/02/2012,9.4
"per 100,000",Coney Island - Sheepshead Bay,2015-2017,01/01/2015,8.5
ppb,Lower Manhattan,Winter 2019-20,12/01/2019,32.1
ppb,Long Island City and Astoria (CD1),Summer 2012,06/01/2012,34.6
mcg/m3,Brownsville (CD16),Annual Average 2015,01/01/2015,8.9
mcg/m3,Fordham and University Heights (CD5),Winter 2018-19,12/01/2018,8
mcg/m3,Fordham and University Heights (CD5),Summer 2015,06/01/2015,10.5
mcg/m3,Fordham and University Heights (CD5),Winter 2019-20,12/01/2019,7.2
mcg/m3,Ridgewood and Maspeth (CD5),Annual Average 2011,12/01/2010,10.2
mcg/m3,Ridgewood and Maspeth (CD5),Annual Average 2020,01/01/2020,6.3
mcg/m3,Ridgewood and Maspeth (CD5),Winter 2018-19,12/01/2018,7.6
mcg/m3,East New York and Starrett City (CD5),Annual Average 2011,12/01/2010,10
mcg/m3,Fordham and University Heights (CD5),Annual Average 2015,01/01/2015,9.9
"per 100,000 children",Downtown - Heights - Slope,2015-2017,01/01/2015,62.6
"per 100,000 children",Fresh Meadows,2017-2019,01/01/2017,57
mcg/m3,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,7.6
mcg/m3,Northeast Bronx,Annual Average 2009,12/01/2008,10.7
mcg/m3,Northeast Bronx,Annual Average 2015,01/01/2015,9.1
number,Chelsea - Clinton,2015,01/01/2015,4.9
number,Central Harlem - Morningside Heights,2015,01/01/2015,77.8
number,Chelsea - Clinton,2015,01/01/2015,181.5
number,Downtown - Heights - Slope,2015,01/01/2015,32.5
number,Downtown - Heights - Slope,2015,01/01/2015,0.2
number,Central Harlem - Morningside Heights,2015,01/01/2015,1.6
number,Fresh Meadows,2015,01/01/2015,14.3
mcg/m3,East Flatbush - Flatbush,Annual Average 2020,01/01/2020,6
mcg/m3,Southwest Queens,Winter 2018-19,12/01/2018,6.9
"per 100,000 children",Northeast Bronx,2015-2017,01/01/2015,33.3
ppb,East Flatbush - Flatbush,Summer 2016,06/01/2016,14
ppb,Southwest Queens,Winter 2015-16,12/01/2015,22.9
ppb,East Flatbush - Flatbush,Summer 2011,06/01/2011,32.7
ppb,East Flatbush - Flatbush,Summer 2010,06/01/2010,33.3
mcg/m3,East Flatbush - Flatbush,Summer 2013,06/01/2013,10.2
mcg/m3,East Flatbush - Flatbush,Annual Average 2016,12/31/2015,7.6
ppb,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,17
ppb,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,13.3
ppb,Northern SI,Summer 2010,06/01/2010,14.9
mcg/m3,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,11.4
mcg/m3,Williamsburg - Bushwick,Summer 2014,06/01/2014,9.6
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2016,12/31/2015,7.1
mcg/m3,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,8.3
mcg/m3,Northern SI,Winter 2021-22,12/01/2021,6.4
mcg/m3,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,9.8
number,Greenpoint,2015,01/01/2015,0
"per 100,000 adults",Kingsbridge - Riverdale,2009-2011,01/01/2009,7.5
"per 100,000 adults",Port Richmond,2009-2011,01/01/2009,64.5
"per 100,000 adults",Port Richmond,2012-2014,01/02/2012,54
"per 100,000 adults",Washington Heights,2015-2017,01/01/2015,42.6
"per 100,000 adults",Greenpoint,2012-2014,01/02/2012,32.1
"per 100,000 adults",Greenpoint,2015-2017,01/01/2015,27.6
"per 100,000 adults",Washington Heights,2012-2014,01/02/2012,47.2
"per 100,000",Long Island City - Astoria,2012-2014,01/02/2012,4.2
"per 100,000",Greenpoint,2012-2014,01/02/2012,3.5
"per 100,000",Washington Heights,2015-2017,01/01/2015,3.3
"per 100,000",Long Island City - Astoria,2015-2017,01/01/2015,4.3
"per 100,000",Washington Heights,2012-2014,01/02/2012,3.9
"per 100,000",Port Richmond,2015-2017,01/01/2015,5.2
ppb,Williamsburg - Bushwick,Summer 2014,06/01/2014,30.4
ppb,Long Island City - Astoria,Summer 2015,06/01/2015,16.7
ppb,Greenpoint,Winter 2012-13,12/01/2012,27.7
ppb,South Ozone Park and Howard Beach (CD10),Summer 2012,06/01/2012,34.8
ppb,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,32.3
ppb,Williamsbridge and Baychester (CD12),Winter 2019-20,12/01/2019,21.6
ppb,Borough Park (CD12),Summer 2015,06/01/2015,14.8
"per 100,000 adults",Bedford Stuyvesant - Crown Heights,2012-2014,01/02/2012,124.3
"per 100,000 adults",Fordham - Bronx Pk,2015-2017,01/01/2015,85.5
"per 100,000 adults",Sunset Park,2012-2014,01/02/2012,33.1
"per 100,000",East Harlem,2012-2014,01/02/2012,5.3
"per 100,000",Ridgewood - Forest Hills,2015-2017,01/01/2015,5.3
"per 100,000",Fordham - Bronx Pk,2015-2017,01/01/2015,4
"per 100,000",Crotona -Tremont,2012-2014,01/02/2012,3.4
"per 100,000",East Harlem,2015-2017,01/01/2015,5.2
"per 100,000",Upper East Side,2015-2017,01/01/2015,3.8
"per 100,000 adults",Flushing - Clearview,2012-2014,01/02/2012,13.5
"per 100,000 adults",Flushing - Clearview,2015-2017,01/01/2015,11.9
ppb,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,27.1
ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,25.2
ppb,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,27.3
ppb,Crown Heights and Prospect Heights (CD8),Summer 2015,06/01/2015,16.6
ppb,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,24.4
number,Willowbrook,2015,01/01/2015,0
number,Flushing - Clearview,2015,01/01/2015,17
mcg/m3,Southern SI,Annual Average 2012,12/01/2011,8.4
mcg/m3,Southern SI,Summer 2022,06/01/2022,5.7
mcg/m3,Ridgewood - Forest Hills,Winter 2012-13,12/01/2012,10.1
mcg/m3,Ridgewood - Forest Hills,Annual Average 2010,12/01/2009,9.5
mcg/m3,Upper East Side,Summer 2015,06/01/2015,10.9
ppb,Rego Park and Forest Hills (CD6),Winter 2012-13,12/01/2012,25
ppb,Rego Park and Forest Hills (CD6),Annual Average 2010,12/01/2009,23.5
ppb,Clinton and Chelsea (CD4),Winter 2012-13,12/01/2012,33.8
"per 100,000 adults",East Harlem,2012-2014,01/02/2012,20.7
"per 100,000 adults",Flushing - Clearview,2012-2014,01/02/2012,9.2
"per 100,000 adults",Sunset Park,2012-2014,01/02/2012,11.7
ppb,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,31.2
ppb,Woodside and Sunnyside (CD2),Summer 2021,06/01/2021,28
ppb,Greenwich Village and Soho (CD2),Summer 2021,06/01/2021,27.9
ppb,Long Island City and Astoria (CD1),Winter 2019-20,12/01/2019,26.1
mcg/m3,Upper West Side,Summer 2022,06/01/2022,7
mcg/m3,East New York,Annual Average 2012,12/01/2011,8.9
mcg/m3,East New York,Summer 2022,06/01/2022,6.4
mcg/m3,Flushing - Clearview,Annual Average 2012,12/01/2011,8.9
mcg/m3,Upper East Side-Gramercy,Annual Average 2012,12/01/2011,12.1
mcg/m3,Upper East Side-Gramercy,Summer 2022,06/01/2022,7.5
mcg/m3,St. George and Stapleton (CD1),Winter 2012-13,12/01/2012,9.9
"per 100,000 adults",Southeast Queens,2017-2019,01/01/2017,3
"per 100,000 adults",Rockaways,2005-2007,01/01/2005,30.6
"per 100,000 adults",High Bridge - Morrisania,2017-2019,01/01/2017,15
"per 100,000 adults",Coney Island - Sheepshead Bay,2005-2007,01/01/2005,22.3
"per 100,000 adults",Borough Park,2005-2007,01/01/2005,17.2
"per 100,000 adults",Rockaways,2012-2014,01/02/2012,13.9
"per 100,000 adults",Coney Island - Sheepshead Bay,2012-2014,01/02/2012,15
"per 100,000 adults",Manhattan,2015-2017,01/01/2015,14.6
ppb,Union Square - Lower East Side,Annual Average 2011,12/01/2010,30.5
ppb,Union Square - Lower East Side,Annual Average 2015,01/01/2015,24.8
